step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
4022,DEBIT,9479.56,42159.68,32680.12,44757.36,54236.92,0
4023,PAYMENT,33199.34,81065.29,47865.95,28638.4,61837.74,0
4024,CASH_OUT,70208.23,77137.09,6928.86,28365.48,98573.71,1
4025,TRANSFER,20494.1,57486.5,36992.4,38878.75,59372.85,0
4026,PAYMENT,23073.71,87744.56,64670.85,43339.19,66412.9,0
4027,CASH_IN,1608.86,6293.11,4684.25,18399.25,20008.11,0
4028,TRANSFER,40920.39,89791.05,48870.66,46868.13,87788.52,0
4029,PAYMENT,24928.83,92539.83,67611.0,43820.42,68749.25,0
4030,TRANSFER,32836.68,78686.73,45850.05,13828.52,46665.2,0
4031,CASH_OUT,4036.8,93894.65,89857.85,16373.82,20410.62,0
4032,CASH_OUT,4844.57,26601.01,21756.44,43660.58,48505.15,0
4033,CASH_IN,22770.36,88598.14,65827.78,29055.43,51825.79,0
4034,DEBIT,5235.3,24281.85,19046.55,46407.26,51642.56,0
4035,CASH_OUT,8898.18,49814.49,40916.31,40391.76,49289.94,0
4036,CASH_OUT,11257.15,39852.04,28594.89,12091.75,23348.9,0
4037,CASH_IN,2600.42,86745.42,84145.0,36288.45,38888.87,0
4038,TRANSFER,21970.75,71913.14,49942.39,42625.01,64595.76,0
4039,PAYMENT,12547.84,89065.96,76518.12,17406.38,29954.22,0
4040,PAYMENT,6765.91,97573.56,90807.65,17044.29,23810.2,0
4041,CASH_IN,29255.2,80297.75,51042.55,48233.13,77488.33,0
4042,CASH_OUT,2148.93,34604.78,32455.85,32284.69,34433.62,0
4043,CASH_OUT,1559.01,19941.22,18382.21,29453.01,31012.02,0
4044,CASH_OUT,17441.52,80573.63,63132.11,28034.25,45475.77,0
4045,DEBIT,4968.21,40945.26,35977.05,44537.9,49506.11,0
4046,CASH_IN,30796.5,61639.46,30842.96,32626.75,63423.25,0
4047,DEBIT,7007.31,39154.91,32147.6,49.95,7057.26,0
4048,TRANSFER,19818.07,72207.87,52389.8,13464.23,33282.3,0
4049,TRANSFER,23353.15,68434.25,45081.1,42262.59,65615.74,0
4050,CASH_OUT,92936.29,94421.36,1485.07,34266.94,127203.23,1
4051,DEBIT,574.47,20960.37,20385.9,30885.31,31459.78,0
4052,CASH_OUT,25553.85,92590.33,67036.48,39524.62,65078.47,0
4053,TRANSFER,2203.77,87583.37,85379.6,25615.77,27819.54,0
4054,CASH_OUT,2393.79,43292.36,40898.57,22316.69,24710.48,0
4055,CASH_OUT,10043.5,20110.58,10067.08,9780.45,19823.95,0
4056,TRANSFER,5149.72,23947.84,18798.12,35741.86,40891.58,0
4057,CASH_IN,27903.39,85651.01,57747.62,2186.28,30089.67,0
4058,CASH_OUT,12642.6,74770.01,62127.41,17567.95,30210.55,0
4059,TRANSFER,19966.79,83273.58,63306.79,13062.07,33028.86,0
4060,TRANSFER,3017.54,72711.91,69694.37,29554.94,32572.48,0
4061,CASH_IN,10452.05,72258.03,61805.98,34173.63,44625.68,0
4062,CASH_OUT,2123.63,56671.3,54547.67,17404.45,19528.08,0
4063,CASH_IN,1176.24,9785.38,8609.14,44382.92,45559.16,0
4064,DEBIT,5438.53,32587.91,27149.38,36948.83,42387.36,0
4065,CASH_OUT,620.96,17257.85,16636.89,15995.68,16616.64,0
4066,PAYMENT,15859.64,43668.34,27808.7,34669.85,50529.49,0
4067,DEBIT,19280.54,55054.67,35774.13,49912.59,69193.13,0
4068,CASH_IN,23397.7,98241.74,74844.04,8107.09,31504.79,0
4069,CASH_OUT,100.74,8760.45,8659.71,18541.7,18642.44,0
4070,PAYMENT,22338.29,48636.79,26298.5,20952.75,43291.04,0
4071,DEBIT,20411.86,77766.04,57354.18,14228.34,34640.2,0
4072,DEBIT,2738.51,29686.2,26947.69,33710.51,36449.02,0
4073,DEBIT,2119.83,42144.55,40024.72,45558.48,47678.31,0
4074,CASH_IN,6633.92,36653.85,30019.93,13788.51,20422.43,0
4075,CASH_OUT,2877.34,23494.85,20617.51,44625.57,47502.91,0
4076,CASH_OUT,25971.91,57688.92,31717.01,20405.03,46376.94,0
4077,TRANSFER,2305.53,15470.37,13164.84,24118.07,26423.6,0
4078,CASH_IN,18473.2,53953.0,35479.8,22437.04,40910.24,0
4079,CASH_IN,15541.39,37843.59,22302.2,18193.42,33734.81,0
4080,TRANSFER,11631.06,38686.16,27055.1,31460.01,43091.07,0
4081,DEBIT,124.53,57258.91,57134.38,15619.87,15744.4,0
4082,DEBIT,19953.93,66757.58,46803.65,10146.29,30100.22,0
4083,TRANSFER,1354.25,2839.45,1485.2,42240.8,43595.05,0
4084,PAYMENT,22235.46,48927.64,26692.18,1477.64,23713.1,0
4085,CASH_OUT,15940.66,83723.27,67782.61,3183.17,19123.83,0
4086,CASH_IN,14911.69,41505.4,26593.71,10186.12,25097.81,0
4087,CASH_IN,8845.35,66414.3,57568.95,6473.15,15318.5,0
4088,TRANSFER,18098.21,67015.71,48917.5,19629.47,37727.68,0
4089,DEBIT,18441.81,60400.44,41958.63,25591.87,44033.68,0
4090,DEBIT,274.18,1335.01,1060.83,5286.76,5560.94,0
4091,CASH_OUT,20544.9,21559.79,1014.89,16459.39,37004.29,1
4092,CASH_IN,4457.36,70338.96,65881.6,2653.64,7111.0,0
4093,DEBIT,29245.02,79943.46,50698.44,8723.3,37968.32,0
4094,CASH_IN,6387.39,30221.31,23833.92,24329.71,30717.1,0
4095,PAYMENT,7942.8,38385.28,30442.48,18684.86,26627.66,0
4096,CASH_IN,5012.98,84120.91,79107.93,5636.53,10649.51,0
4097,PAYMENT,4420.72,8989.78,4569.06,17916.56,22337.28,0
4098,CASH_IN,20544.87,98365.83,77820.96,10602.17,31147.04,0
4099,CASH_OUT,6979.59,32729.84,25750.25,17089.41,24069.0,0
4100,CASH_OUT,7785.79,35732.98,27947.19,198.09,7983.88,0
4101,TRANSFER,13968.58,76434.32,62465.74,43991.0,57959.58,0
4102,CASH_IN,7446.85,17512.11,10065.26,12081.9,19528.75,0
4103,CASH_OUT,10321.04,33137.85,22816.81,4649.01,14970.05,0
4104,CASH_OUT,16119.15,55717.87,39598.72,21328.45,37447.6,0
4105,CASH_OUT,3568.86,61531.65,57962.79,25546.53,29115.39,0
4106,TRANSFER,24687.85,61079.11,36391.26,37450.4,62138.25,0
4107,CASH_OUT,2156.81,19625.77,17468.96,3365.44,5522.25,0
4108,PAYMENT,7451.3,60115.31,52664.01,38569.01,46020.31,0
4109,PAYMENT,1946.33,3951.26,2004.93,3714.93,5661.26,0
4110,CASH_IN,8109.36,29958.26,21848.9,15825.11,23934.47,0
4111,TRANSFER,14713.54,36524.03,21810.49,24920.38,39633.92,0
4112,DEBIT,30462.22,89530.64,59068.42,19395.02,49857.24,0
4113,TRANSFER,15451.43,33154.49,17703.06,33926.49,49377.92,0
4114,PAYMENT,28994.52,72383.97,43389.45,47150.59,76145.11,0
4115,CASH_OUT,5953.08,29799.47,23846.39,31257.99,37211.07,0
4116,CASH_OUT,22192.73,57289.64,35096.91,42951.92,65144.65,0
4117,CASH_IN,12942.15,59334.07,46391.92,47444.84,60386.99,0
4118,CASH_IN,4809.29,39843.24,35033.95,3230.23,8039.52,0
4119,CASH_OUT,2505.34,15172.11,12666.77,28949.45,31454.79,0
4120,DEBIT,26376.2,71897.37,45521.17,46678.12,73054.32,0
4121,CASH_IN,35064.25,91286.44,56222.19,35155.36,70219.61,0
4122,CASH_OUT,20393.8,65737.86,45344.06,35249.23,55643.03,0
4123,PAYMENT,5616.63,62521.66,56905.03,10550.66,16167.29,0
4124,CASH_OUT,36992.22,37271.96,279.74,35700.64,72692.86,1
4125,TRANSFER,6348.31,73354.33,67006.02,30190.04,36538.35,0
4126,PAYMENT,4314.18,31914.97,27600.79,45069.64,49383.82,0
4127,CASH_OUT,3417.14,69333.1,65915.96,5771.68,9188.82,0
4128,DEBIT,3359.85,13325.32,9965.47,13581.63,16941.48,0
4129,PAYMENT,762.1,11549.73,10787.63,3111.13,3873.23,0
4130,TRANSFER,6788.06,40158.35,33370.29,9613.13,16401.19,0
4131,CASH_OUT,4538.97,98199.85,93660.88,12968.31,17507.28,0
4132,PAYMENT,2584.01,10147.74,7563.73,21917.78,24501.79,0
4133,DEBIT,6137.09,34558.11,28421.02,28981.43,35118.52,0
4134,CASH_OUT,12147.25,41090.3,28943.05,44270.6,56417.85,0
4135,CASH_IN,12801.08,95066.67,82265.59,37710.09,50511.17,0
4136,TRANSFER,11412.9,28237.61,16824.71,45034.23,56447.13,0
4137,TRANSFER,8137.54,57690.78,49553.24,49564.79,57702.33,0
4138,CASH_OUT,2258.95,11903.47,9644.52,34630.93,36889.88,0
4139,CASH_IN,12240.56,46886.66,34646.1,47640.23,59880.79,0
4140,CASH_IN,24045.04,60186.38,36141.34,29777.44,53822.48,0
4141,CASH_IN,10553.62,42015.74,31462.12,26104.19,36657.81,0
4142,DEBIT,751.77,17206.88,16455.11,36910.95,37662.72,0
4143,CASH_IN,16693.02,92098.16,75405.14,15334.86,32027.88,0
4144,CASH_IN,33253.02,76566.06,43313.04,1008.07,34261.09,0
4145,DEBIT,2140.54,27592.71,25452.17,26690.59,28831.13,0
4146,DEBIT,25428.42,76041.61,50613.19,36411.11,61839.53,0
4147,CASH_IN,27276.98,94931.28,67654.3,37966.18,65243.16,0
4148,PAYMENT,39556.9,90202.81,50645.91,2340.7,41897.6,0
4149,DEBIT,2797.19,5610.17,2812.98,37245.56,40042.75,0
4150,CASH_OUT,17996.73,48726.85,30730.12,48060.4,66057.13,0
4151,CASH_IN,7767.99,23475.06,15707.07,19605.53,27373.52,0
4152,CASH_IN,15679.24,34856.59,19177.35,37090.65,52769.89,0
4153,TRANSFER,1728.05,3645.73,1917.68,34192.75,35920.8,0
4154,PAYMENT,17952.22,67623.45,49671.23,19271.21,37223.43,0
4155,TRANSFER,1226.83,22664.63,21437.8,39272.25,40499.08,0
4156,TRANSFER,3571.52,56912.07,53340.55,37785.41,41356.93,0
4157,CASH_OUT,15363.94,61032.76,45668.82,3040.82,18404.76,0
4158,TRANSFER,2753.24,10854.03,8100.79,42466.69,45219.93,0
4159,PAYMENT,23707.82,52090.12,28382.3,2177.33,25885.15,0
4160,TRANSFER,39953.22,99481.2,59527.98,32850.61,72803.83,0
4161,CASH_OUT,6948.4,15221.09,8272.69,33447.65,40396.05,0
4162,CASH_OUT,1348.26,8437.72,7089.46,5790.38,7138.64,0
4163,CASH_IN,20459.87,71608.35,51148.48,5375.57,25835.44,0
4164,CASH_OUT,3795.12,16146.58,12351.46,34545.89,38341.01,0
4165,DEBIT,455.66,4398.83,3943.17,10933.52,11389.18,0
4166,PAYMENT,17746.39,69956.55,52210.16,12061.16,29807.55,0
4167,TRANSFER,736.33,21680.21,20943.88,25146.7,25883.03,0
4168,DEBIT,44768.81,94462.6,49693.79,3504.91,48273.72,0
4169,CASH_OUT,12764.85,42734.61,29969.76,47362.39,60127.24,0
4170,TRANSFER,24940.68,78431.04,53490.36,24768.46,49709.14,0
4171,DEBIT,6173.76,13991.27,7817.51,41427.57,47601.33,0
4172,TRANSFER,14821.79,98705.37,83883.58,5921.03,20742.82,0
4173,DEBIT,9804.62,59206.28,49401.66,23104.23,32908.85,0
4174,CASH_OUT,10325.92,50400.42,40074.5,45385.95,55711.87,0
4175,CASH_IN,5677.8,61055.6,55377.8,34765.41,40443.21,0
4176,DEBIT,39548.38,95161.58,55613.2,9577.2,49125.58,0
4177,PAYMENT,23610.55,90640.63,67030.08,48871.78,72482.33,0
4178,CASH_IN,7019.89,80664.88,73644.99,24643.96,31663.85,0
4179,DEBIT,2918.39,9182.85,6264.46,10826.1,13744.49,0
4180,CASH_OUT,3456.61,88515.26,85058.65,2794.41,6251.02,0
4181,CASH_OUT,2550.47,26728.08,24177.61,22940.12,25490.59,0
4182,TRANSFER,32618.66,71554.98,38936.32,44253.04,76871.7,0
4183,CASH_IN,14405.01,78507.51,64102.5,13612.72,28017.73,0
4184,TRANSFER,4896.2,46925.51,42029.31,30382.32,35278.52,0
4185,CASH_IN,419.55,5495.61,5076.06,19218.48,19638.03,0
4186,CASH_OUT,523.52,4593.33,4069.81,45277.13,45800.65,0
4187,DEBIT,18712.07,42134.15,23422.08,18351.56,37063.63,0
4188,CASH_OUT,2256.93,20179.15,17922.22,35429.67,37686.6,0
4189,PAYMENT,862.84,3564.23,2701.39,11259.83,12122.67,0
4190,TRANSFER,2847.49,53828.83,50981.34,39854.97,42702.46,0
4191,CASH_OUT,14143.45,53338.67,39195.22,45063.3,59206.75,0
4192,CASH_OUT,8843.27,75165.7,66322.43,43918.87,52762.14,0
4193,CASH_OUT,550.47,22849.65,22299.18,12035.62,12586.09,0
4194,DEBIT,11024.83,78050.15,67025.32,9105.46,20130.29,0
4195,DEBIT,11717.97,97650.89,85932.92,43117.08,54835.05,0
4196,DEBIT,4908.02,42971.0,38062.98,3501.76,8409.78,0
4197,DEBIT,4680.59,39264.41,34583.82,41875.3,46555.89,0
4198,CASH_OUT,12159.03,31430.47,19271.44,43925.6,56084.63,0
4199,DEBIT,4317.26,30225.69,25908.43,39643.25,43960.51,0
4200,TRANSFER,7403.26,60952.29,53549.03,26287.4,33690.66,0
4201,CASH_IN,16387.63,39309.15,22921.52,19080.46,35468.09,0
4202,DEBIT,27029.44,85486.87,58457.43,12724.14,39753.58,0
4203,DEBIT,14677.61,57786.97,43109.36,41969.7,56647.31,0
4204,PAYMENT,28925.29,92104.3,63179.01,43929.04,72854.33,0
4205,PAYMENT,2327.16,53697.38,51370.22,11508.73,13835.89,0
4206,CASH_IN,39242.66,99737.11,60494.45,13683.31,52925.97,0
4207,CASH_OUT,19964.9,65769.26,45804.36,23638.83,43603.73,0
4208,TRANSFER,7306.51,64349.75,57043.24,10957.25,18263.76,0
4209,CASH_OUT,764.36,15244.75,14480.39,43074.93,43839.29,0
4210,CASH_IN,21149.68,81577.69,60428.01,45577.45,66727.13,0
4211,CASH_IN,19974.28,91390.43,71416.15,15160.62,35134.9,0
4212,CASH_OUT,12402.51,84525.55,72123.04,32742.78,45145.29,0
4213,CASH_OUT,13283.15,72009.9,58726.75,10770.54,24053.69,0
4214,DEBIT,12653.81,76422.64,63768.83,25153.11,37806.92,0
4215,CASH_OUT,75.86,36568.41,36492.55,39084.06,39159.92,0
4216,PAYMENT,29952.67,98505.52,68552.85,25038.97,54991.64,0
4217,DEBIT,3601.03,25152.38,21551.35,6120.54,9721.57,0
4218,PAYMENT,6703.67,61297.55,54593.88,32558.42,39262.09,0
4219,CASH_IN,53.58,47654.76,47601.18,17027.54,17081.12,0
4220,DEBIT,26936.32,55565.3,28628.98,49062.23,75998.55,0
4221,PAYMENT,3160.5,7234.81,4074.31,28428.61,31589.11,0
4222,PAYMENT,41.73,15424.82,15383.09,47042.86,47084.59,0
4223,CASH_IN,8368.84,27799.02,19430.18,46498.18,54867.02,0
4224,CASH_IN,3708.64,12318.25,8609.61,20062.78,23771.42,0
4225,CASH_OUT,36780.24,94108.44,57328.2,6605.57,43385.81,0
4226,TRANSFER,23968.52,93645.46,69676.94,126.09,24094.61,0
4227,CASH_OUT,16672.68,42202.58,25529.9,21935.58,38608.26,0
4228,CASH_IN,25085.51,58587.37,33501.86,15417.77,40503.28,0
4229,TRANSFER,17074.41,94848.99,77774.58,5006.18,22080.59,0
4230,TRANSFER,6082.05,18709.0,12626.95,42348.33,48430.38,0
4231,CASH_OUT,407.98,34918.53,34510.55,13612.59,14020.57,0
4232,DEBIT,2605.8,44178.56,41572.76,20842.03,23447.83,0
4233,CASH_IN,18661.08,49103.92,30442.84,10554.62,29215.7,0
4234,TRANSFER,3191.79,56286.47,53094.68,18071.74,21263.53,0
4235,PAYMENT,22077.76,72632.37,50554.61,25067.14,47144.9,0
4236,CASH_OUT,2636.57,14532.3,11895.73,23196.62,25833.19,0
4237,TRANSFER,16652.81,41194.57,24541.76,29755.86,46408.67,0
4238,CASH_OUT,13925.31,54066.47,40141.16,2100.93,16026.24,0
4239,DEBIT,4071.25,86615.34,82544.09,32654.21,36725.46,0
4240,CASH_OUT,18689.82,61315.38,42625.56,14826.72,33516.54,0
4241,TRANSFER,15731.81,62213.21,46481.4,16165.46,31897.27,0
4242,TRANSFER,7346.42,67380.85,60034.43,33832.92,41179.34,0
4243,DEBIT,23681.21,51373.32,27692.11,42978.38,66659.59,0
4244,TRANSFER,21225.05,67905.67,46680.62,31140.95,52366.0,0
4245,DEBIT,14467.35,32820.0,18352.65,32853.7,47321.05,0
4246,TRANSFER,1170.15,36589.29,35419.14,48983.41,50153.56,0
4247,CASH_IN,1482.35,4890.49,3408.14,34449.63,35931.98,0
4248,CASH_OUT,20339.77,20821.38,481.61,33275.63,53615.4,1
4249,CASH_OUT,6128.63,61028.19,54899.56,17194.69,23323.32,0
4250,TRANSFER,2678.37,45654.35,42975.98,19075.99,21754.36,0
4251,DEBIT,12984.75,34545.45,21560.7,39249.81,52234.56,0
4252,DEBIT,2872.61,83192.19,80319.58,39506.18,42378.79,0
4253,CASH_IN,15060.15,66538.91,51478.76,45000.68,60060.83,0
4254,PAYMENT,1601.48,49358.48,47757.0,24299.09,25900.57,0
4255,TRANSFER,6020.34,64920.93,58900.59,10306.95,16327.29,0
4256,CASH_IN,12397.28,52607.39,40210.11,15344.66,27741.94,0
4257,PAYMENT,14553.22,31945.45,17392.23,48450.09,63003.31,0
4258,DEBIT,8944.67,17965.07,9020.4,26416.18,35360.85,0
4259,CASH_OUT,30547.8,66943.53,36395.73,26600.89,57148.69,0
4260,CASH_IN,5382.68,30298.52,24915.84,35497.76,40880.44,0
4261,CASH_IN,2375.14,66725.09,64349.95,16670.9,19046.04,0
4262,TRANSFER,59872.78,64428.44,4555.66,18302.04,78174.82,1
4263,TRANSFER,69919.73,81763.81,11844.08,45320.76,115240.49,1
4264,PAYMENT,1102.66,48726.24,47623.58,28097.71,29200.37,0
4265,DEBIT,14011.26,40984.47,26973.21,5070.41,19081.67,0
4266,TRANSFER,4672.02,15769.42,11097.4,14745.16,19417.18,0
4267,CASH_IN,11619.38,68381.77,56762.39,18097.7,29717.08,0
4268,PAYMENT,1993.02,6555.04,4562.02,26508.19,28501.21,0
4269,CASH_IN,24011.0,61331.38,37320.38,33639.54,57650.54,0
4270,DEBIT,6833.89,98009.21,91175.32,34521.49,41355.38,0
4271,CASH_OUT,15302.91,88621.39,73318.48,18723.34,34026.25,0
4272,CASH_IN,7177.25,74465.01,67287.76,38545.78,45723.03,0
4273,PAYMENT,854.82,9478.82,8624.0,20218.81,21073.63,0
4274,DEBIT,7026.53,86849.25,79822.72,31573.8,38600.33,0
4275,TRANSFER,14001.77,39901.07,25899.3,826.14,14827.91,0
4276,CASH_IN,9281.16,37055.28,27774.12,45257.11,54538.27,0
4277,PAYMENT,8654.64,30154.78,21500.14,16072.48,24727.12,0
4278,TRANSFER,1422.79,10266.18,8843.39,10256.71,11679.5,0
4279,CASH_IN,1806.62,3879.67,2073.05,47456.38,49263.0,0
4280,PAYMENT,3610.51,71553.48,67942.97,22219.38,25829.89,0
4281,TRANSFER,2803.8,14302.59,11498.79,48564.75,51368.55,0
4282,CASH_IN,36448.62,87724.44,51275.82,2897.28,39345.9,0
4283,PAYMENT,16121.56,42119.46,25997.9,4075.55,20197.11,0
4284,CASH_OUT,10984.22,52653.89,41669.67,40653.67,51637.89,0
4285,TRANSFER,29328.54,72311.7,42983.16,6930.07,36258.61,0
4286,PAYMENT,36735.75,75564.17,38828.42,9509.33,46245.08,0
4287,PAYMENT,41034.62,96698.71,55664.09,43997.34,85031.96,0
4288,CASH_IN,1497.41,38300.01,36802.6,20053.47,21550.88,0
4289,TRANSFER,18916.0,63440.83,44524.83,3242.65,22158.65,0
4290,CASH_OUT,824.21,41078.38,40254.17,13627.47,14451.68,0
4291,DEBIT,32069.69,67061.93,34992.24,33027.8,65097.49,0
4292,DEBIT,13410.11,32301.63,18891.52,27282.06,40692.17,0
4293,DEBIT,36568.74,74099.86,37531.12,31348.74,67917.48,0
4294,DEBIT,26242.23,57056.01,30813.78,14362.21,40604.44,0
4295,PAYMENT,3373.1,79431.38,76058.28,30016.93,33390.03,0
4296,CASH_IN,17430.72,77701.66,60270.94,26553.4,43984.12,0
4297,CASH_IN,5730.63,26284.34,20553.71,25815.8,31546.43,0
4298,CASH_OUT,16531.65,41086.85,24555.2,23378.52,39910.17,0
4299,DEBIT,9437.08,29908.8,20471.72,231.08,9668.16,0
4300,TRANSFER,4860.86,54846.59,49985.73,38498.41,43359.27,0
4301,DEBIT,10720.96,47715.58,36994.62,16743.76,27464.72,0
4302,PAYMENT,7693.02,52731.94,45038.92,16062.61,23755.63,0
4303,CASH_OUT,57162.42,60288.13,3125.71,43897.53,101059.95,1
4304,PAYMENT,2975.81,31864.64,28888.83,20165.49,23141.3,0
4305,PAYMENT,8251.56,56434.1,48182.54,37131.71,45383.27,0
4306,DEBIT,6017.26,33774.31,27757.05,2094.3,8111.56,0
4307,PAYMENT,1676.13,38331.23,36655.1,23482.45,25158.58,0
4308,CASH_OUT,6411.01,12946.67,6535.66,41291.26,47702.27,0
4309,DEBIT,1062.15,14541.55,13479.4,5160.98,6223.13,0
4310,DEBIT,8980.9,98413.78,89432.88,26385.26,35366.16,0
4311,CASH_OUT,58192.61,59131.98,939.37,2879.59,61072.2,1
4312,CASH_IN,4618.06,69200.42,64582.36,25103.23,29721.29,0
4313,TRANSFER,5081.6,11255.28,6173.68,13225.87,18307.47,0
4314,CASH_OUT,28312.99,72372.32,44059.33,46694.95,75007.94,0
4315,CASH_OUT,10310.6,55053.31,44742.71,6743.0,17053.6,0
4316,CASH_IN,3332.52,13456.07,10123.55,24242.31,27574.83,0
4317,PAYMENT,18414.15,81655.47,63241.32,27932.65,46346.8,0
4318,CASH_OUT,28438.31,29826.64,1388.33,23951.35,52389.66,1
4319,CASH_IN,9566.74,67864.62,58297.88,773.04,10339.78,0
4320,CASH_OUT,19047.25,81845.61,62798.36,45919.78,64967.03,0
4321,CASH_OUT,29454.33,59298.92,29844.59,44054.72,73509.05,0
4322,CASH_OUT,5744.08,34832.56,29088.48,34360.41,40104.49,0
4323,CASH_IN,8860.28,33176.37,24316.09,32659.18,41519.46,0
4324,CASH_IN,15147.0,30382.82,15235.82,47709.54,62856.54,0
4325,DEBIT,1054.5,14419.46,13364.96,38097.43,39151.93,0
4326,DEBIT,1264.9,61484.23,60219.33,48472.93,49737.83,0
4327,DEBIT,12130.69,52026.82,39896.13,44109.99,56240.68,0
4328,TRANSFER,36278.25,76293.76,40015.51,32299.03,68577.28,0
4329,DEBIT,4346.19,9868.06,5521.87,44834.3,49180.49,0
4330,CASH_OUT,7577.62,67895.28,60317.66,14139.56,21717.18,0
4331,TRANSFER,33800.03,91423.76,57623.73,18248.21,52048.24,0
4332,CASH_IN,4058.93,25763.26,21704.33,31420.37,35479.3,0
4333,PAYMENT,1786.8,88329.45,86542.65,46109.74,47896.54,0
4334,CASH_OUT,16942.22,40685.45,23743.23,33583.28,50525.5,0
4335,DEBIT,596.98,3515.51,2918.53,2244.66,2841.64,0
4336,TRANSFER,5792.61,22981.55,17188.94,41523.85,47316.46,0
4337,PAYMENT,2098.49,14267.81,12169.32,39451.22,41549.71,0
4338,DEBIT,4296.43,12098.91,7802.48,49636.87,53933.3,0
4339,DEBIT,1635.25,4353.39,2718.14,26735.32,28370.57,0
4340,CASH_OUT,18445.95,95812.64,77366.69,5173.96,23619.91,0
4341,CASH_IN,15171.04,32909.86,17738.82,44374.26,59545.3,0
4342,DEBIT,830.7,5801.24,4970.54,31456.11,32286.81,0
4343,TRANSFER,21134.98,51181.52,30046.54,41796.86,62931.84,0
4344,DEBIT,624.28,16331.14,15706.86,32048.22,32672.5,0
4345,CASH_IN,19997.47,77284.16,57286.69,19466.55,39464.02,0
4346,CASH_IN,20713.91,49555.57,28841.66,40681.19,61395.1,0
4347,TRANSFER,16458.72,63276.7,46817.98,48531.04,64989.76,0
4348,PAYMENT,2074.25,40309.75,38235.5,14104.65,16178.9,0
4349,DEBIT,24020.35,94646.86,70626.51,46320.69,70341.04,0
4350,TRANSFER,17932.82,46041.01,28108.19,7684.97,25617.79,0
4351,CASH_OUT,8743.14,69518.43,60775.29,45483.85,54226.99,0
4352,DEBIT,5425.61,14996.16,9570.55,28155.59,33581.2,0
4353,CASH_IN,37098.87,92106.0,55007.13,7053.95,44152.82,0
4354,CASH_IN,328.94,1948.52,1619.58,36381.17,36710.11,0
4355,CASH_IN,17375.73,49792.58,32416.85,1704.89,19080.62,0
4356,DEBIT,2328.89,37605.04,35276.15,19274.19,21603.08,0
4357,CASH_IN,16104.17,85769.76,69665.59,35486.76,51590.93,0
4358,DEBIT,801.03,8277.32,7476.29,27576.71,28377.74,0
4359,CASH_IN,5292.63,16498.52,11205.89,19949.65,25242.28,0
4360,PAYMENT,11673.72,48466.93,36793.21,15230.59,26904.31,0
4361,PAYMENT,34997.78,71940.67,36942.89,2523.42,37521.2,0
4362,DEBIT,4823.06,89882.24,85059.18,17872.3,22695.36,0
4363,PAYMENT,10713.96,69295.31,58581.35,42203.94,52917.9,0
4364,CASH_OUT,13362.61,77954.44,64591.83,33067.15,46429.76,0
4365,PAYMENT,8803.16,24895.69,16092.53,28923.55,37726.71,0
4366,CASH_OUT,33093.25,87083.08,53989.83,19322.82,52416.07,0
4367,PAYMENT,896.05,3314.38,2418.33,10899.92,11795.97,0
4368,TRANSFER,24944.3,87103.3,62159.0,21700.57,46644.87,0
4369,CASH_IN,7160.29,32662.21,25501.92,23520.67,30680.96,0
4370,DEBIT,776.86,2197.61,1420.75,20206.81,20983.67,0
4371,PAYMENT,9871.52,32267.32,22395.8,6643.09,16514.61,0
4372,CASH_IN,1004.03,8188.47,7184.44,976.46,1980.49,0
4373,CASH_IN,11557.56,97542.73,85985.17,31393.24,42950.8,0
4374,CASH_OUT,7882.27,60797.04,52914.77,41831.95,49714.22,0
4375,PAYMENT,20304.22,87132.23,66828.01,33318.83,53623.05,0
4376,TRANSFER,250.67,15356.4,15105.73,5826.2,6076.87,0
4377,CASH_OUT,6374.36,60827.5,54453.14,36948.35,43322.71,0
4378,CASH_IN,1426.86,6789.45,5362.59,29191.86,30618.72,0
4379,CASH_IN,12813.55,45687.6,32874.05,29220.73,42034.28,0
4380,CASH_IN,721.86,91356.54,90634.68,32131.69,32853.55,0
4381,PAYMENT,5310.36,58577.19,53266.83,14178.27,19488.63,0
4382,PAYMENT,20700.4,51910.46,31210.06,41624.62,62325.02,0
4383,CASH_IN,5538.72,40380.14,34841.42,8763.38,14302.1,0
4384,CASH_OUT,14447.53,44596.03,30148.5,35088.79,49536.32,0
4385,CASH_OUT,16451.44,40810.14,24358.7,5750.61,22202.05,0
4386,TRANSFER,635.62,8890.77,8255.15,28741.5,29377.12,0
4387,CASH_OUT,16304.69,45543.89,29239.2,2547.55,18852.24,0
4388,PAYMENT,32775.58,70599.83,37824.25,34314.34,67089.92,0
4389,PAYMENT,27290.85,81322.61,54031.76,835.3,28126.15,0
4390,PAYMENT,150.6,4330.74,4180.14,3897.5,4048.1,0
4391,PAYMENT,10172.58,62622.74,52450.16,22866.0,33038.58,0
4392,TRANSFER,33569.21,86554.65,52985.44,9513.75,43082.96,0
4393,DEBIT,19482.32,41805.28,22322.96,15081.04,34563.36,0
4394,CASH_IN,31126.47,88676.75,57550.28,35419.45,66545.92,0
4395,PAYMENT,4555.76,29693.71,25137.95,8045.26,12601.02,0
4396,CASH_OUT,42342.13,98236.8,55894.67,38601.05,80943.18,0
4397,CASH_IN,13441.03,47843.34,34402.31,40435.43,53876.46,0
4398,PAYMENT,27462.54,75997.39,48534.85,4340.23,31802.77,0
